,Years In Business,percent,Year Start,Industry,Region,Capital
1,1,89.47368421052632,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Western,<1M
2,2,84.21052631578948,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Western,<1M
3,3,73.6842105263158,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Western,<1M
0,0,88.88888888888889,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Western,1M-3M
1,1,77.77777777777777,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Western,1M-3M
2,2,66.66666666666666,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Western,1M-3M
0,0,66.66666666666666,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Western,3M-5M
1,1,50.0,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Western,3M-5M
0,0,95.65217391304348,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Central,<1M
1,1,86.95652173913044,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Central,<1M
2,2,78.26086956521739,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Central,<1M
3,3,69.56521739130434,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Central,<1M
0,0,83.33333333333333,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Central,1M-3M
1,1,66.66666666666666,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Central,1M-3M
2,2,50.0,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Central,1M-3M
0,0,0.0,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Central,9M-11M
0,0,50.0,2013,"310000 : การผลิตเกี่ยวกับสินค้าเกษตรกรรม,สิ่งทอและผลิตภัณฑ์เกี่ยวกับเครื่องหนัง",Central,>11M
0,0,99.46524064171123,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,<1M
1,1,74.86631016042782,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,<1M
2,2,70.05347593582889,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,<1M
3,3,64.70588235294117,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,<1M
4,4,57.75401069518717,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,<1M
5,5,50.80213903743316,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,<1M
0,0,84.61538461538461,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,1M-3M
1,1,69.23076923076923,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,1M-3M
0,0,88.88888888888889,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,9M-11M
1,1,77.77777777777777,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,9M-11M
0,0,92.3076923076923,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,3M-5M
1,1,84.61538461538461,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,3M-5M
0,0,90.0,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,>11M
1,1,80.0,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,>11M
2,2,70.0,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,>11M
0,0,50.0,2013,220000 : สาธารณูปโภค,Bangkok and Vicinity,5M-7M
0,0,95.23809523809524,2013,220000 : สาธารณูปโภค,Eastern,<1M
1,1,90.47619047619048,2013,220000 : สาธารณูปโภค,Eastern,<1M
2,2,85.71428571428571,2013,220000 : สาธารณูปโภค,Eastern,<1M
3,3,80.95238095238095,2013,220000 : สาธารณูปโภค,Eastern,<1M
0,0,80.0,2013,220000 : สาธารณูปโภค,Eastern,>11M
0,0,82.6086956521739,2013,220000 : สาธารณูปโภค,Northern,<1M
1,1,78.26086956521739,2013,220000 : สาธารณูปโภค,Northern,<1M
2,2,73.91304347826087,2013,220000 : สาธารณูปโภค,Northern,<1M
3,3,69.56521739130434,2013,220000 : สาธารณูปโภค,Northern,<1M
4,4,60.869565217391305,2013,220000 : สาธารณูปโภค,Northern,<1M
0,0,66.66666666666666,2013,220000 : สาธารณูปโภค,Northern,1M-3M
0,0,75.0,2013,220000 : สาธารณูปโภค,Northern,3M-5M
1,1,50.0,2013,220000 : สาธารณูปโภค,Northern,3M-5M
0,0,97.5609756097561,2013,220000 : สาธารณูปโภค,Northeastern,<1M
1,1,95.1219512195122,2013,220000 : สาธารณูปโภค,Northeastern,<1M
2,2,90.2439024390244,2013,220000 : สาธารณูปโภค,Northeastern,<1M
3,3,65.85365853658536,2013,220000 : สาธารณูปโภค,Northeastern,<1M
0,0,75.0,2013,220000 : สาธารณูปโภค,Northeastern,1M-3M
1,1,50.0,2013,220000 : สาธารณูปโภค,Northeastern,1M-3M
0,0,80.0,2013,220000 : สาธารณูปโภค,Northeastern,9M-11M
0,0,75.0,2013,220000 : สาธารณูปโภค,Northeastern,3M-5M
1,1,50.0,2013,220000 : สาธารณูปโภค,Northeastern,3M-5M
2,2,25.0,2013,220000 : สาธารณูปโภค,Northeastern,3M-5M
3,3,0.0,2013,220000 : สาธารณูปโภค,Northeastern,3M-5M
0,0,66.66666666666666,2013,220000 : สาธารณูปโภค,Northeastern,>11M
0,0,91.66666666666667,2013,220000 : สาธารณูปโภค,Southern,<1M
0,0,81.81818181818181,2013,220000 : สาธารณูปโภค,Western,<1M
1,1,63.63636363636363,2013,220000 : สาธารณูปโภค,Western,<1M
0,0,50.0,2013,220000 : สาธารณูปโภค,Western,9M-11M
0,0,87.5,2013,220000 : สาธารณูปโภค,Central,<1M
1,1,75.0,2013,220000 : สาธารณูปโภค,Central,<1M
0,0,99.29824561403508,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,<1M
1,1,95.26315789473685,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,<1M
2,2,91.2280701754386,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,<1M
3,3,86.49122807017544,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,<1M
4,4,80.35087719298245,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,<1M
5,5,68.42105263157895,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,<1M
0,0,95.0,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,1M-3M
1,1,88.33333333333333,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,1M-3M
2,2,85.0,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,1M-3M
3,3,78.33333333333333,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,1M-3M
4,4,66.66666666666666,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,1M-3M
0,0,96.15384615384616,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,3M-5M
1,1,92.3076923076923,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,3M-5M
0,0,75.0,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,>11M
1,1,50.0,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,>11M
2,2,25.0,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Bangkok and Vicinity,>11M
0,0,97.65625,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Eastern,<1M
1,1,93.75,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Eastern,<1M
2,2,88.28125,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Eastern,<1M
3,3,83.59375,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Eastern,<1M
4,4,67.96875,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Eastern,<1M
0,0,90.9090909090909,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Eastern,1M-3M
1,1,81.81818181818181,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Eastern,1M-3M
2,2,68.18181818181819,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Eastern,1M-3M
0,0,97.77777777777777,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northern,<1M
1,1,86.66666666666667,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northern,<1M
2,2,82.22222222222223,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northern,<1M
3,3,80.0,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northern,<1M
4,4,75.55555555555556,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northern,<1M
5,5,64.44444444444444,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northern,<1M
0,0,57.142857142857146,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northern,1M-3M
1,1,42.857142857142854,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northern,1M-3M
0,0,80.0,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northern,3M-5M
0,0,95.77464788732394,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northeastern,<1M
1,1,90.14084507042253,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northeastern,<1M
2,2,87.32394366197182,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northeastern,<1M
3,3,83.09859154929578,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northeastern,<1M
4,4,69.01408450704226,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northeastern,<1M
0,0,83.33333333333333,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northeastern,1M-3M
1,1,66.66666666666666,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northeastern,1M-3M
2,2,50.0,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northeastern,1M-3M
0,0,75.0,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Northeastern,3M-5M
0,0,98.4375,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Southern,<1M
1,1,89.0625,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Southern,<1M
2,2,87.5,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Southern,<1M
3,3,84.375,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Southern,<1M
4,4,70.3125,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Southern,<1M
0,0,92.5925925925926,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Southern,1M-3M
1,1,81.48148148148148,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Southern,1M-3M
2,2,77.77777777777777,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Southern,1M-3M
3,3,74.07407407407408,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Southern,1M-3M
4,4,59.25925925925926,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Southern,1M-3M
0,0,66.66666666666666,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Southern,3M-5M
0,0,94.11764705882354,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Western,<1M
1,1,88.23529411764706,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Western,<1M
2,2,82.35294117647058,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Western,<1M
3,3,70.58823529411765,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Western,<1M
0,0,97.22222222222223,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Central,<1M
1,1,91.66666666666667,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Central,<1M
2,2,86.11111111111111,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Central,<1M
3,3,83.33333333333333,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Central,<1M
4,4,75.0,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Central,<1M
5,5,61.111111111111114,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Central,<1M
0,0,66.66666666666666,2013,810000 : บริการอื่น ๆ (ยกเว้นการบริหารราชการ),Central,1M-3M
0,0,95.34883720930233,2013,550000 : การจัดการบริษัทและกิจการ,Bangkok and Vicinity,<1M
1,1,93.02325581395348,2013,550000 : การจัดการบริษัทและกิจการ,Bangkok and Vicinity,<1M
2,2,87.20930232558139,2013,550000 : การจัดการบริษัทและกิจการ,Bangkok and Vicinity,<1M
3,3,82.55813953488372,2013,550000 : การจัดการบริษัทและกิจการ,Bangkok and Vicinity,<1M
4,4,69.76744186046511,2013,550000 : การจัดการบริษัทและกิจการ,Bangkok and Vicinity,<1M
0,0,94.11764705882354,2013,550000 : การจัดการบริษัทและกิจการ,Bangkok and Vicinity,1M-3M
1,1,88.23529411764706,2013,550000 : การจัดการบริษัทและกิจการ,Bangkok and Vicinity,1M-3M
2,2,82.35294117647058,2013,550000 : การจัดการบริษัทและกิจการ,Bangkok and Vicinity,1M-3M
3,3,70.58823529411765,2013,550000 : การจัดการบริษัทและกิจการ,Bangkok and Vicinity,1M-3M
0,0,90.0,2013,550000 : การจัดการบริษัทและกิจการ,Bangkok and Vicinity,9M-11M
1,1,80.0,2013,550000 : การจัดการบริษัทและกิจการ,Bangkok and Vicinity,9M-11M
0,0,70.0,2013,550000 : การจัดการบริษัทและกิจการ,Bangkok and Vicinity,3M-5M
1,1,60.0,2013,550000 : การจัดการบริษัทและกิจการ,Bangkok and Vicinity,3M-5M
0,0,93.75,2013,550000 : การจัดการบริษัทและกิจการ,Bangkok and Vicinity,>11M
1,1,90.625,2013,550000 : การจัดการบริษัทและกิจการ,Bangkok and Vicinity,>11M
0,0,66.66666666666666,2013,550000 : การจัดการบริษัทและกิจการ,Eastern,<1M
0,0,50.0,2013,550000 : การจัดการบริษัทและกิจการ,Eastern,1M-3M
0,0,0.0,2013,550000 : การจัดการบริษัทและกิจการ,Northeastern,5M-7M
0,0,85.71428571428571,2013,550000 : การจัดการบริษัทและกิจการ,Southern,<1M
1,1,71.42857142857143,2013,550000 : การจัดการบริษัทและกิจการ,Southern,<1M
0,0,50.0,2013,550000 : การจัดการบริษัทและกิจการ,Central,<1M
0,0,95.91836734693878,2013,210000 : การทำเหมืองแร่,Bangkok and Vicinity,<1M
1,1,93.87755102040816,2013,210000 : การทำเหมืองแร่,Bangkok and Vicinity,<1M
2,2,81.63265306122449,2013,210000 : การทำเหมืองแร่,Bangkok and Vicinity,<1M
0,0,81.81818181818181,2013,210000 : การทำเหมืองแร่,Bangkok and Vicinity,1M-3M
0,0,80.0,2013,210000 : การทำเหมืองแร่,Bangkok and Vicinity,9M-11M
1,1,60.0,2013,210000 : การทำเหมืองแร่,Bangkok and Vicinity,9M-11M
0,0,85.71428571428571,2013,210000 : การทำเหมืองแร่,Bangkok and Vicinity,>11M
0,0,80.0,2013,210000 : การทำเหมืองแร่,Eastern,<1M
1,1,60.0,2013,210000 : การทำเหมืองแร่,Eastern,<1M
0,0,66.66666666666666,2013,210000 : การทำเหมืองแร่,Eastern,1M-3M
0,0,50.0,2013,210000 : การทำเหมืองแร่,Eastern,>11M
0,0,91.66666666666667,2013,210000 : การทำเหมืองแร่,Northern,<1M
0,0,80.0,2013,210000 : การทำเหมืองแร่,Northern,1M-3M
0,0,83.33333333333333,2013,210000 : การทำเหมืองแร่,Northern,3M-5M
0,0,90.9090909090909,2013,210000 : การทำเหมืองแร่,Northeastern,<1M
1,1,81.81818181818181,2013,210000 : การทำเหมืองแร่,Northeastern,<1M
0,0,66.66666666666666,2013,210000 : การทำเหมืองแร่,Northeastern,1M-3M
0,0,85.71428571428571,2013,210000 : การทำเหมืองแร่,Southern,<1M
0,0,85.71428571428571,2013,210000 : การทำเหมืองแร่,Western,<1M
0,0,50.0,2013,210000 : การทำเหมืองแร่,Western,1M-3M
0,0,50.0,2013,210000 : การทำเหมืองแร่,Western,3M-5M
0,0,90.0,2013,210000 : การทำเหมืองแร่,Central,<1M
0,0,50.0,2013,210000 : การทำเหมืองแร่,Central,3M-5M
1,1,0.0,2013,210000 : การทำเหมืองแร่,Central,3M-5M
0,0,98.68766404199475,2013,610000 : บริการการศึกษา,Bangkok and Vicinity,<1M
1,1,94.750656167979,2013,610000 : บริการการศึกษา,Bangkok and Vicinity,<1M
2,2,90.0262467191601,2013,610000 : บริการการศึกษา,Bangkok and Vicinity,<1M
3,3,85.03937007874016,2013,610000 : บริการการศึกษา,Bangkok and Vicinity,<1M
4,4,81.10236220472441,2013,610000 : บริการการศึกษา,Bangkok and Vicinity,<1M
5,5,68.76640419947506,2013,610000 : บริการการศึกษา,Bangkok and Vicinity,<1M
0,0,95.55555555555556,2013,610000 : บริการการศึกษา,Bangkok and Vicinity,1M-3M
1,1,88.88888888888889,2013,610000 : บริการการศึกษา,Bangkok and Vicinity,1M-3M
2,2,86.66666666666667,2013,610000 : บริการการศึกษา,Bangkok and Vicinity,1M-3M
3,3,73.33333333333333,2013,610000 : บริการการศึกษา,Bangkok and Vicinity,1M-3M
0,0,75.0,2013,610000 : บริการการศึกษา,Bangkok and Vicinity,9M-11M
1,1,50.0,2013,610000 : บริการการศึกษา,Bangkok and Vicinity,9M-11M
0,0,94.44444444444444,2013,610000 : บริการการศึกษา,Bangkok and Vicinity,3M-5M
1,1,88.88888888888889,2013,610000 : บริการการศึกษา,Bangkok and Vicinity,3M-5M
2,2,72.22222222222223,2013,610000 : บริการการศึกษา,Bangkok and Vicinity,3M-5M
0,0,90.625,2013,610000 : บริการการศึกษา,Eastern,<1M
1,1,78.125,2013,610000 : บริการการศึกษา,Eastern,<1M
2,2,75.0,2013,610000 : บริการการศึกษา,Eastern,<1M
3,3,65.625,2013,610000 : บริการการศึกษา,Eastern,<1M
0,0,85.71428571428571,2013,610000 : บริการการศึกษา,Eastern,1M-3M
1,1,71.42857142857143,2013,610000 : บริการการศึกษา,Eastern,1M-3M
0,0,75.0,2013,610000 : บริการการศึกษา,Eastern,3M-5M
1,1,50.0,2013,610000 : บริการการศึกษา,Eastern,3M-5M
2,2,25.0,2013,610000 : บริการการศึกษา,Eastern,3M-5M
0,0,93.75,2013,610000 : บริการการศึกษา,Northern,<1M
1,1,87.5,2013,610000 : บริการการศึกษา,Northern,<1M
2,2,81.25,2013,610000 : บริการการศึกษา,Northern,<1M
3,3,75.0,2013,610000 : บริการการศึกษา,Northern,<1M
4,4,53.125,2013,610000 : บริการการศึกษา,Northern,<1M
0,0,90.0,2013,610000 : บริการการศึกษา,Northern,1M-3M
1,1,70.0,2013,610000 : บริการการศึกษา,Northern,1M-3M
2,2,60.0,2013,610000 : บริการการศึกษา,Northern,1M-3M
0,0,96.7741935483871,2013,610000 : บริการการศึกษา,Northeastern,<1M
1,1,90.3225806451613,2013,610000 : บริการการศึกษา,Northeastern,<1M
2,2,70.96774193548387,2013,610000 : บริการการศึกษา,Northeastern,<1M
3,3,61.29032258064516,2013,610000 : บริการการศึกษา,Northeastern,<1M
4,4,51.61290322580645,2013,610000 : บริการการศึกษา,Northeastern,<1M
5,5,38.70967741935484,2013,610000 : บริการการศึกษา,Northeastern,<1M
0,0,66.66666666666666,2013,610000 : บริการการศึกษา,Northeastern,1M-3M
0,0,50.0,2013,610000 : บริการการศึกษา,Northeastern,3M-5M
0,0,90.0,2013,610000 : บริการการศึกษา,Southern,<1M
1,1,83.33333333333333,2013,610000 : บริการการศึกษา,Southern,<1M
2,2,80.0,2013,610000 : บริการการศึกษา,Southern,<1M
3,3,63.333333333333336,2013,610000 : บริการการศึกษา,Southern,<1M
0,0,97.95918367346938,2013,610000 : บริการการศึกษา,Southern,1M-3M
1,1,91.83673469387755,2013,610000 : บริการการศึกษา,Southern,1M-3M
2,2,87.75510204081633,2013,610000 : บริการการศึกษา,Southern,1M-3M
3,3,81.63265306122449,2013,610000 : บริการการศึกษา,Southern,1M-3M
4,4,69.38775510204081,2013,610000 : บริการการศึกษา,Southern,1M-3M
0,0,77.77777777777777,2013,610000 : บริการการศึกษา,Southern,3M-5M
0,0,75.0,2013,610000 : บริการการศึกษา,Southern,5M-7M
0,0,80.0,2013,610000 : บริการการศึกษา,Western,<1M
1,1,40.0,2013,610000 : บริการการศึกษา,Western,<1M
0,0,50.0,2013,610000 : บริการการศึกษา,Western,1M-3M
0,0,90.9090909090909,2013,610000 : บริการการศึกษา,Central,<1M
1,1,72.72727272727272,2013,610000 : บริการการศึกษา,Central,<1M
2,2,63.63636363636363,2013,610000 : บริการการศึกษา,Central,<1M
3,3,54.54545454545455,2013,610000 : บริการการศึกษา,Central,<1M
0,0,98.07692307692308,2013,000000 : ไม่ระบุชื่อประเภทธุรกิจใช้กัน,Bangkok and Vicinity,<1M
1,1,96.7948717948718,2013,000000 : ไม่ระบุชื่อประเภทธุรกิจใช้กัน,Bangkok and Vicinity,<1M
2,2,92.94871794871796,2013,000000 : ไม่ระบุชื่อประเภทธุรกิจใช้กัน,Bangkok and Vicinity,<1M
3,3,87.17948717948718,2013,000000 : ไม่ระบุชื่อประเภทธุรกิจใช้กัน,Bangkok and Vicinity,<1M
4,4,85.25641025641026,2013,000000 : ไม่ระบุชื่อประเภทธุรกิจใช้กัน,Bangkok and Vicinity,<1M
0,0,97.05882352941177,2013,000000 : ไม่ระบุชื่อประเภทธุรกิจใช้กัน,Bangkok and Vicinity,1M-3M
1,1,94.11764705882354,2013,000000 : ไม่ระบุชื่อประเภทธุรกิจใช้กัน,Bangkok and Vicinity,1M-3M
0,0,95.83333333333333,2013,000000 : ไม่ระบุชื่อประเภทธุรกิจใช้กัน,Eastern,<1M
0,0,85.71428571428571,2013,000000 : ไม่ระบุชื่อประเภทธุรกิจใช้กัน,Eastern,1M-3M
0,0,95.45454545454545,2013,000000 : ไม่ระบุชื่อประเภทธุรกิจใช้กัน,Northern,<1M
0,0,66.66666666666666,2013,000000 : ไม่ระบุชื่อประเภทธุรกิจใช้กัน,Northern,1M-3M
0,0,85.71428571428571,2013,000000 : ไม่ระบุชื่อประเภทธุรกิจใช้กัน,Northeastern,1M-3M
0,0,88.88888888888889,2013,000000 : ไม่ระบุชื่อประเภทธุรกิจใช้กัน,Southern,<1M
1,1,77.77777777777777,2013,000000 : ไม่ระบุชื่อประเภทธุรกิจใช้กัน,Southern,<1M
0,0,50.0,2013,000000 : ไม่ระบุชื่อประเภทธุรกิจใช้กัน,Western,1M-3M
0,0,95.45454545454545,2013,490000 : การไปรษณีย์และคลังสินค้า,Bangkok and Vicinity,<1M
1,1,90.9090909090909,2013,490000 : การไปรษณีย์และคลังสินค้า,Bangkok and Vicinity,<1M
2,2,88.63636363636364,2013,490000 : การไปรษณีย์และคลังสินค้า,Bangkok and Vicinity,<1M
3,3,86.36363636363636,2013,490000 : การไปรษณีย์และคลังสินค้า,Bangkok and Vicinity,<1M
4,4,79.54545454545455,2013,490000 : การไปรษณีย์และคลังสินค้า,Bangkok and Vicinity,<1M
0,0,80.0,2013,490000 : การไปรษณีย์และคลังสินค้า,Bangkok and Vicinity,1M-3M
1,1,40.0,2013,490000 : การไปรษณีย์และคลังสินค้า,Bangkok and Vicinity,1M-3M
0,0,75.0,2013,490000 : การไปรษณีย์และคลังสินค้า,Bangkok and Vicinity,3M-5M
1,1,50.0,2013,490000 : การไปรษณีย์และคลังสินค้า,Bangkok and Vicinity,3M-5M
0,0,50.0,2013,490000 : การไปรษณีย์และคลังสินค้า,Eastern,<1M
0,0,87.5,2013,490000 : การไปรษณีย์และคลังสินค้า,Northern,<1M
0,0,0.0,2013,490000 : การไปรษณีย์และคลังสินค้า,Northeastern,<1M
0,0,50.0,2013,490000 : การไปรษณีย์และคลังสินค้า,Northeastern,>11M
0,0,50.0,2013,490000 : การไปรษณีย์และคลังสินค้า,Southern,<1M
0,0,99.2529348986126,2009,330000 : การผลิตอื่น ๆ,All,All
1,1,96.31803628601921,2009,330000 : การผลิตอื่น ๆ,All,All
2,2,93.11632870864462,2009,330000 : การผลิตอื่น ๆ,All,All
3,3,90.82177161152615,2009,330000 : การผลิตอื่น ๆ,All,All
4,4,88.63393810032017,2009,330000 : การผลิตอื่น ๆ,All,All
5,5,79.34898612593383,2009,330000 : การผลิตอื่น ๆ,All,All
6,6,73.21237993596586,2009,330000 : การผลิตอื่น ๆ,All,All
7,7,67.82283884738527,2009,330000 : การผลิตอื่น ๆ,All,All
8,8,62.8068303094984,2009,330000 : การผลิตอื่น ๆ,All,All
9,9,59.178228388473855,2009,330000 : การผลิตอื่น ๆ,All,All
0,0,99.33416562630046,2009,450000 : การขายปลีกสินค้าอื่นๆ,All,All
1,1,95.79692051602164,2009,450000 : การขายปลีกสินค้าอื่นๆ,All,All
2,2,91.80191427382438,2009,450000 : การขายปลีกสินค้าอื่นๆ,All,All
3,3,87.30753225135248,2009,450000 : การขายปลีกสินค้าอื่นๆ,All,All
4,4,83.64544319600499,2009,450000 : การขายปลีกสินค้าอื่นๆ,All,All
5,5,75.15605493133583,2009,450000 : การขายปลีกสินค้าอื่นๆ,All,All
6,6,68.16479400749064,2009,450000 : การขายปลีกสินค้าอื่นๆ,All,All
7,7,62.29712858926342,2009,450000 : การขายปลีกสินค้าอื่นๆ,All,All
8,8,56.26300457761132,2009,450000 : การขายปลีกสินค้าอื่นๆ,All,All
9,9,52.01831044527674,2009,450000 : การขายปลีกสินค้าอื่นๆ,All,All
0,0,98.58046597747261,2009,420000 : การขายส่ง,All,All
1,1,93.0720567813609,2009,420000 : การขายส่ง,All,All
2,2,89.30720567813609,2009,420000 : การขายส่ง,All,All
